PANI Dose (wt%),Response,Concentration,Temperature (°C)
3.488721804511278,4.002578125309454,30ppm,23.618183112843045
3.5488721804511276,5.678511808807057,30ppm,46.02642646106115
3.6090225563909772,4.738619891475719,30ppm,51.09418317515856
3.669172932330827,8.577842444890978,30ppm,41.70792254191167
3.7293233082706765,6.5951610174961735,30ppm,86.29900073215435
3.789473684210526,4.991867540071155,30ppm,48.540266135487144
3.8496240601503757,9.79865047867286,30ppm,42.47476077499046
3.9097744360902253,5.962799941881547,30ppm,63.41568665265988
3.969924812030075,6.058546679948715,30ppm,31.27393799798101
4.030075187969924,6.750072126572755,30ppm,84.17575846032318
4.090225563909774,5.547025804239443,30ppm,25.964051494381664
4.150375939849624,7.462425476550993,30ppm,98.95095492804138
4.2105263157894735,4.922845122761511,30ppm,81.77958154373259
4.270676691729323,7.850885965698613,30ppm,35.89725452273379
4.330827067669173,5.57285342446542,30ppm,20.441769369888192
4.390977443609023,7.02351378586709,30ppm,85.23691427638673
4.451127819548872,8.193697278087564,30ppm,76.54858750780937
4.511278195488721,7.345662009359756,30ppm,78.32057344327899
4.571428571428571,7.510611387393986,30ppm,81.70162773487566
4.631578947368421,6.194526699710133,30ppm,25.92357213872723
4.69172932330827,9.620014785268275,30ppm,48.67725828354181
4.75187969924812,7.951997178698874,30ppm,29.269524762010377
4.81203007518797,7.025742905213263,30ppm,89.04827407004748
4.87218045112782,8.185091624211628,30ppm,69.86385014620464
4.932330827067669,6.709746665832313,30ppm,46.471841988211935
4.992481203007518,9.461982778729546,30ppm,25.084668022881893
5.052631578947368,8.227371186502127,30ppm,44.878585737252976
5.112781954887218,7.153773062045158,30ppm,46.014665762139764
5.172932330827067,9.24067417453497,30ppm,78.36849426704512
5.233082706766917,8.281594365186232,30ppm,71.00459770841705
5.293233082706767,7.5613911625987305,30ppm,90.97701940610612
5.353383458646617,8.988893461999695,30ppm,57.777194012955945
5.413533834586466,8.768817982768233,30ppm,29.567539675064136
5.473684210526315,10.118855778135266,30ppm,77.0595829778396
5.533834586466165,9.173883475510564,30ppm,80.8628038893518
5.593984962406015,9.14705948862317,30ppm,64.9021758055597
5.654135338345864,9.458109788027631,30ppm,81.67737439636488
5.7142857142857135,10.761748043027112,30ppm,59.50364770915126
5.774436090225564,8.96976687556987,30ppm,61.818626350559526
5.834586466165414,9.763367482740692,30ppm,54.20328146868397
5.894736842105263,9.679186016568782,30ppm,22.033530139527613
5.954887218045112,9.568420487893071,30ppm,28.631314159464356
6.015037593984962,8.89979513346726,30ppm,22.51433485493874
6.075187969924812,9.942514291205747,30ppm,70.91283290110243
6.135338345864661,9.560834542225203,30ppm,45.148478486106136
6.1954887218045105,11.859299995750334,30ppm,60.685655293176225
6.2556390977443606,9.85174804032611,30ppm,92.60531791408744
6.315789473684211,8.960539467593188,30ppm,39.94337833191
6.37593984962406,10.086014421431518,30ppm,52.830633842850375
6.436090225563909,10.38187805175163,30ppm,80.4440910834439
6.496240601503759,10.324242954817567,30ppm,38.3038532393298
6.556390977443609,9.638723791827116,30ppm,26.158392786303438
6.616541353383458,10.466986672339079,30ppm,43.180116233101444
6.6766917293233075,10.473621662759376,30ppm,32.897702980320354
6.7368421052631575,11.9550109691288,30ppm,94.37581218740584
6.796992481203008,11.134991409165199,30ppm,84.64963036515336
6.857142857142857,11.094912321554212,30ppm,70.67230052083389
6.917293233082706,11.78945470148275,30ppm,89.71684721501742
6.977443609022556,12.176758138234643,30ppm,84.29376615192916
7.037593984962406,9.92197123692586,30ppm,34.925604710882865
7.097744360902255,10.308343180278543,30ppm,91.40471987919823
7.157894736842104,13.06379552817949,30ppm,63.147379353252056
7.2180451127819545,12.377095231232339,30ppm,84.595212413125
7.2781954887218046,11.614779636692097,30ppm,91.68730399387945
7.338345864661654,11.481623513603102,30ppm,45.44027799774911
7.398496240601503,10.993224207194569,30ppm,28.80415396221414
7.458646616541353,11.781598779287137,30ppm,38.234813003355335
7.518796992481203,10.848044530218122,30ppm,54.1686230901005
7.578947368421052,13.0629998504595,30ppm,85.44118127379944
7.639097744360901,12.522684481774927,30ppm,88.85844666050747
7.6992481203007515,11.966060980909432,30ppm,20.556170442495258
7.7593984962406015,11.353753203744432,30ppm,60.85978420620526
7.819548872180451,12.787519207562335,30ppm,53.39288025190232
7.8796992481203,11.326263477410993,30ppm,37.76862483765842
7.93984962406015,11.513515870048385,30ppm,29.589229386694626
8.0,12.557714060564654,30ppm,47.00921371229023
8.060150375939848,15.55188522665544,30ppm,95.43277631300154
8.120300751879698,12.810479606790961,30ppm,45.856234561660415
8.180451127819548,10.316908309456448,30ppm,61.50324973946929
8.240601503759398,12.480816039394488,30ppm,76.24151671161422
8.300751879699249,13.625760613672881,30ppm,49.09036819034352
8.360902255639097,12.390318104651291,30ppm,97.74256661767686
8.421052631578947,14.43263922446777,30ppm,96.99578359536889
8.481203007518797,13.282050922703515,30ppm,40.14258366602913
8.541353383458645,14.401156072492652,30ppm,59.77988047139084
8.601503759398495,12.78410417770016,30ppm,44.07026478534157
8.661654135338345,12.783569683576777,30ppm,42.78723955019741
8.721804511278195,13.87720148308543,30ppm,22.950955788362624
8.781954887218046,13.853055423038827,30ppm,68.76514671839175
8.842105263157894,13.797278301533655,30ppm,60.21432185830892
8.902255639097744,15.163536328595669,30ppm,24.118300099999146
8.962406015037594,14.470667121007464,30ppm,42.29171713892892
9.022556390977442,12.470524328543759,30ppm,92.6612708773323
9.082706766917292,14.814777785425905,30ppm,39.16495125335779
9.142857142857142,14.729170412373813,30ppm,31.591589767297847
9.203007518796992,15.58098477364097,30ppm,59.15622082220504
9.263157894736842,13.943558785820237,30ppm,98.85203632884806
9.32330827067669,14.703412448434358,30ppm,39.364421720920035
9.38345864661654,14.924526429092696,30ppm,73.77084379247029
9.443609022556391,14.017077378617808,30ppm,80.9295692262974
9.50375939849624,15.59251570084486,30ppm,39.01100351939198
9.56390977443609,14.886891741234239,30ppm,78.25730788894876
9.62406015037594,16.083049122991646,30ppm,49.422650617540256
9.68421052631579,14.489301668881073,30ppm,70.58446644748636
9.74436090225564,13.86277965119278,30ppm,70.68237686087159
9.804511278195488,15.092820482521894,30ppm,62.86197472598068
9.864661654135338,15.301137479808979,30ppm,27.223181604352664
9.924812030075188,15.22126411436526,30ppm,86.82419964713904
9.984962406015036,12.369610792241716,30ppm,45.66240519773886
10.045112781954886,15.800533126170984,30ppm,34.92148083198834
10.105263157894736,15.769495540607942,30ppm,23.262011324381113
10.165413533834586,16.60800193384344,30ppm,67.27143545505935
10.225563909774436,15.699904918584703,30ppm,74.2051489473826
10.285714285714285,15.206789959331804,30ppm,21.32702631422849
10.345864661654135,17.56879321192212,30ppm,60.96744466394248
10.406015037593985,14.414814490727611,30ppm,38.11966201583503
10.466165413533833,16.16826855896067,30ppm,71.61382323275599
10.526315789473683,16.271268673546324,30ppm,33.94931432039932
10.586466165413533,17.238471268616514,30ppm,75.27501904819728
10.646616541353383,16.649080271474823,30ppm,50.93882770404299
10.706766917293233,16.087541728467677,30ppm,94.93839909893876
10.766917293233082,17.628006643187273,30ppm,31.00167553167946
10.827067669172932,16.71536199687651,30ppm,47.285308084020684
10.887218045112782,14.95360317817028,30ppm,29.077881699247126
10.94736842105263,17.56998417697519,30ppm,93.97548946228503
11.00751879699248,17.88842654941497,30ppm,90.18714827047847
11.06766917293233,18.968601014968737,30ppm,40.63533021721245
11.12781954887218,17.828467909005905,30ppm,72.79872368273432
11.18796992481203,16.153707075363897,30ppm,85.37777601609727
11.248120300751879,16.069439809599032,30ppm,64.416064927957
11.308270676691729,18.844835935920667,30ppm,62.37204626848052
11.368421052631579,16.643310398318594,30ppm,39.34818327203614
11.428571428571427,15.867758292956697,30ppm,27.44822142447194
11.488721804511277,19.151366180888008,30ppm,91.77726063626613
11.548872180451127,17.767906904192685,30ppm,92.03344457306643
11.609022556390977,19.06702896456469,30ppm,70.64811658186144
11.669172932330827,17.06026372600579,30ppm,47.122383283896056
11.729323308270676,19.54716495576202,30ppm,47.93676596901287
11.789473684210526,19.337038776345253,30ppm,78.07645430961915
11.849624060150376,17.96943893158628,30ppm,91.76882079620617
11.909774436090224,17.11394032665279,30ppm,90.96691394120938
11.969924812030074,21.083951513485353,30ppm,82.3900436686099
12.030075187969924,18.54853039688517,30ppm,71.36253169234303
12.090225563909774,17.639918670784983,30ppm,26.731197199603905
12.150375939849624,19.941175149879626,30ppm,32.930297127569105
12.210526315789473,20.180392677918313,30ppm,91.88433508216634
12.270676691729323,20.27395482863424,30ppm,68.5143247727672
12.330827067669173,18.60508996527933,30ppm,20.73576412933037
12.390977443609021,20.748698090029983,30ppm,28.11772342928257
12.451127819548871,18.096874964058387,30ppm,73.08014152864446
12.511278195488721,18.418917038752536,30ppm,20.404926707697495
12.571428571428571,19.575668053991738,30ppm,32.86464411339989
12.631578947368421,20.75446679678301,30ppm,63.89870314932689
12.69172932330827,20.452269163641393,30ppm,75.35161581541546
12.75187969924812,19.76652282062747,30ppm,72.15690076020805
12.81203007518797,19.122312693110924,30ppm,37.941544756844785
12.872180451127818,21.25152491212911,30ppm,76.97433770780287
12.932330827067668,20.55269152387597,30ppm,38.97992699974401
12.992481203007518,19.07451777034763,30ppm,46.03197585274142
13.052631578947368,19.471871094452446,30ppm,79.71931240944193
13.112781954887218,19.843391097129086,30ppm,71.97063192377718
13.172932330827066,19.965015359016565,30ppm,87.93787283953424
13.233082706766917,21.60555528653712,30ppm,72.60903138402747
13.293233082706767,21.030228828946548,30ppm,65.46468826683773
13.353383458646615,20.862802242635492,30ppm,27.493981426247398
13.413533834586465,20.80614303112402,30ppm,49.41726424475468
13.473684210526315,20.86145892527221,30ppm,41.216189414538036
13.533834586466165,19.114126179062204,30ppm,39.51917147032668
13.593984962406015,22.16356954509575,30ppm,97.84084438019565
13.654135338345863,20.43219970666076,30ppm,51.44781797334083
13.714285714285714,21.451910482520265,30ppm,91.36372441416907
13.774436090225564,20.89339211400082,30ppm,70.49109007978103
13.834586466165412,21.73360030723311,30ppm,83.58490428333187
13.894736842105262,22.017308864886044,30ppm,60.21096744841537
13.954887218045112,20.584998902245424,30ppm,66.15231077010873
14.015037593984962,21.869319770276537,30ppm,59.401415505509114
14.075187969924812,21.0199737663718,30ppm,35.61943902384356
14.13533834586466,23.302427986882197,30ppm,77.79616922092043
14.19548872180451,20.603225569679825,30ppm,42.46178899526846
14.25563909774436,20.60039515019765,30ppm,21.945277314516307
14.315789473684209,21.830491829215237,30ppm,71.63778367257342
14.375939849624059,20.97995460294789,30ppm,34.16885435256391
14.436090225563909,22.382121192841282,30ppm,95.23668674823314
14.496240601503759,22.179618257741996,30ppm,96.31428616020699
14.556390977443609,22.854890356043583,30ppm,93.18915121763588
14.616541353383457,23.4290110181037,30ppm,49.61269602043555
14.676691729323307,22.29868249289233,30ppm,21.236529322309394
14.736842105263158,23.210272568781395,30ppm,94.26548500701803
14.796992481203006,21.68071343764626,30ppm,54.254731865385146
14.857142857142856,23.124978587134088,30ppm,97.33238552349357
14.917293233082706,22.925081359686065,30ppm,97.08959816714022
14.977443609022556,24.030213941548208,30ppm,88.24075643738881
15.037593984962406,22.22738310789658,30ppm,43.55591136556686
15.097744360902254,22.29403913172369,30ppm,50.807818288154024
15.157894736842104,23.93518063962399,30ppm,88.09093372134855
15.218045112781954,25.260708327670894,30ppm,45.35376041250221
15.278195488721803,23.076938806456916,30ppm,33.5594197348874
15.338345864661653,23.821168213189658,30ppm,64.54410099666802
15.398496240601503,24.994690028585662,30ppm,94.89238193286248
15.458646616541353,24.45469766076728,30ppm,75.68238373399784
15.518796992481203,24.450723905175497,30ppm,65.6048936071492
15.578947368421051,23.550969795730182,30ppm,27.77411950166148
15.639097744360901,24.074917215122426,30ppm,69.20057813593358
15.699248120300751,23.785766722808006,30ppm,99.20430800834106
15.7593984962406,24.437538210851503,30ppm,31.20672121892192
15.81954887218045,24.807541460160305,30ppm,61.46637218909894
15.8796992481203,25.438611857416618,30ppm,90.18984575423643
15.93984962406015,24.214284859740243,30ppm,79.26148942033635
16.0,25.587746992174818,30ppm,75.76125927962144
16.06015037593985,25.9855476192474,30ppm,76.19872671896874
16.120300751879697,23.45408593051909,30ppm,48.75929209758041
16.18045112781955,24.40867758778351,30ppm,43.487347541159465
16.240601503759397,26.38341476198275,30ppm,84.74889243828109
16.30075187969925,24.649662835439333,30ppm,84.80907157433447
16.360902255639097,25.96377376550607,30ppm,89.3657854864083
16.421052631578945,25.570747391416027,30ppm,93.05924420451771
16.481203007518797,25.661757751790454,30ppm,60.90739190887503
16.541353383458645,25.45229941362994,30ppm,60.12130357497597
16.601503759398497,26.48706276683544,30ppm,83.86361431734201
16.661654135338345,24.690935211765854,30ppm,71.99711446222122
16.721804511278194,24.930957024601167,30ppm,76.15735018061628
16.781954887218046,27.474080016642805,30ppm,83.66341355488808
16.842105263157894,28.27552544817621,30ppm,91.2004273454053
16.902255639097742,25.81836014550148,30ppm,47.03961254812286
16.962406015037594,27.659341426820056,30ppm,50.04663621119552
17.022556390977442,25.037245491325336,30ppm,27.51855518726952
17.08270676691729,25.75509837968692,30ppm,66.26241127969392
17.142857142857142,27.40052704506848,30ppm,22.875381903739367
17.20300751879699,27.18109622132481,30ppm,57.24784145059681
17.263157894736842,28.135279647803582,30ppm,63.411570776606126
17.32330827067669,26.88275117677667,30ppm,42.92330017026275
17.38345864661654,25.73530850186574,30ppm,67.26666084552086
17.44360902255639,26.613391091288506,30ppm,22.440019995123954
17.50375939849624,27.68752018721174,30ppm,22.987855099937153
17.56390977443609,27.07120990753569,30ppm,85.80804485277267
17.62406015037594,26.6378092201872,30ppm,48.81525131290103
17.684210526315788,27.311817602559312,30ppm,30.16484101215078
17.74436090225564,26.67482969588211,30ppm,61.77946080438435
17.804511278195488,27.81826224288562,30ppm,81.59948424788887
17.864661654135336,27.233150767871937,30ppm,37.26568219974745
17.924812030075188,27.09511596501956,30ppm,69.83123806552001
17.984962406015036,28.226458812884985,30ppm,26.82779719950144
18.045112781954884,27.95500248881799,30ppm,24.134537693488618
18.105263157894736,27.429307857809995,30ppm,62.50837052545184
18.165413533834585,27.86566713309989,30ppm,63.25080972880852
18.225563909774436,27.777014186012384,30ppm,70.99439211985653
18.285714285714285,27.570796856306604,30ppm,78.08730669781292
18.345864661654133,26.80120898364419,30ppm,98.06816635700277
18.406015037593985,27.738235090675857,30ppm,61.30402786409562
18.466165413533833,27.533585800338123,30ppm,45.836517835299674
18.526315789473685,28.740513347860848,30ppm,83.61489558149628
18.586466165413533,28.737063850658206,30ppm,41.66658010096594
18.64661654135338,27.718917278791697,30ppm,55.11771365645089
18.706766917293233,28.696412842740667,30ppm,26.276510507381275
18.76691729323308,27.414410751715316,30ppm,22.028059473236603
18.82706766917293,29.085427719863276,30ppm,97.01187317423401
18.887218045112782,28.597192063418106,30ppm,86.87840964097647
18.94736842105263,29.924005634532946,30ppm,75.67793648749584
19.00751879699248,29.155213651014734,30ppm,52.71623555314159
19.06766917293233,28.829971289623394,30ppm,33.86354560566766
19.12781954887218,28.391629197330246,30ppm,32.514963413686885
19.18796992481203,28.85330789737318,30ppm,40.019431853167625
19.24812030075188,31.340622595218765,30ppm,63.938133176489636
19.308270676691727,29.232998632475095,30ppm,77.16767381600499
19.36842105263158,30.26019639791804,30ppm,72.8157901374185
19.428571428571427,29.454157943526205,30ppm,42.39471175567543
19.48872180451128,30.647800245871508,30ppm,96.38922245305552
19.548872180451127,30.950601676726542,30ppm,79.03175333566148
19.609022556390975,29.70303858327451,30ppm,64.34832420091206
19.669172932330827,30.90290942192885,30ppm,68.93765969874818
19.729323308270676,32.88630448935408,30ppm,53.568004994223195
19.789473684210524,30.64993531210842,30ppm,39.81847916009259
19.849624060150376,31.87279569774637,30ppm,48.47781429210093
19.909774436090224,31.151984542613445,30ppm,80.62768883714952
19.969924812030072,29.23444038675141,30ppm,21.15147909038047
20.030075187969924,30.55351451567355,30ppm,29.2858112405533
20.090225563909772,29.861305535452587,30ppm,23.68021136174022
20.150375939849624,29.56145437461279,30ppm,23.25830418551761
20.210526315789473,30.706520098911785,30ppm,88.43684672088058
20.27067669172932,30.472837862910605,30ppm,76.29262875040189
20.330827067669173,29.35400062364241,30ppm,57.93390632698602
20.39097744360902,32.79124019143608,30ppm,27.82673285208012
20.451127819548873,31.175599704791228,30ppm,59.32927000934659
20.51127819548872,30.567528564722206,30ppm,57.87774166244525
20.57142857142857,30.1427273214647,30ppm,33.856149592801216
20.63157894736842,31.433640465328065,30ppm,54.70813193903784
20.69172932330827,32.248509488173255,30ppm,51.88037875178988
20.751879699248118,31.001825600830283,30ppm,69.26800784417732
20.81203007518797,30.423252587884452,30ppm,70.8074920694115
20.872180451127818,31.272797054231344,30ppm,23.62432078176356
20.932330827067666,30.175883921103203,30ppm,49.9690091701177
20.992481203007518,30.63976214069273,30ppm,70.0687932571389
21.052631578947366,31.077204137422225,30ppm,60.250900686407014
21.112781954887218,29.942321757632786,30ppm,88.51918729506578
21.172932330827066,28.064654342475723,30ppm,72.69549052951561
21.233082706766915,29.27872596295167,30ppm,33.034754166514375
21.293233082706767,30.382839385946347,30ppm,25.645499792034386
21.353383458646615,30.73979459095992,30ppm,71.39354225650524
21.413533834586467,30.857112240552667,30ppm,22.120904843329747
21.473684210526315,29.534947325886098,30ppm,66.86204650187706
21.533834586466163,31.766192142853647,30ppm,95.2184193139966
21.593984962406015,30.048454691549658,30ppm,66.03793423007032
21.654135338345863,30.287881434355963,30ppm,51.05359409652175
21.71428571428571,30.761100475905334,30ppm,71.46305747538825
21.774436090225564,28.297718640386737,30ppm,56.660231239321334
21.834586466165412,28.71430300574312,30ppm,63.6493431452748
21.89473684210526,28.967712908901344,30ppm,95.317184702122
21.954887218045112,30.603655686066883,30ppm,50.88821102406194
22.01503759398496,29.655977042327425,30ppm,96.89524510591313
22.075187969924812,31.914268501927165,30ppm,92.4280513564851
22.13533834586466,29.292339709791364,30ppm,35.663290783143715
22.19548872180451,27.686370831716378,30ppm,25.548904070013236
22.25563909774436,28.480385341524574,30ppm,28.062240110194132
22.31578947368421,29.174059086898467,30ppm,21.45774605212398
22.37593984962406,29.60277430798619,30ppm,27.555436860474273
22.43609022556391,28.54352257786876,30ppm,74.64054187330855
22.496240601503757,29.577311389822576,30ppm,25.695091876818317
22.55639097744361,30.01252777255916,30ppm,45.5180504235009
22.616541353383457,28.926681972528506,30ppm,87.59002487755636
22.676691729323306,30.849428895986154,30ppm,21.86175485886607
22.736842105263158,28.95049471008901,30ppm,85.15747860711487
22.796992481203006,28.027109505001672,30ppm,42.548381981872
22.857142857142854,27.336737918799358,30ppm,29.4531862097325
22.917293233082706,30.51938381444213,30ppm,75.73897322913206
22.977443609022554,29.23731535025853,30ppm,70.31542774239071
23.037593984962406,28.90389462887605,30ppm,90.19776108216423
23.097744360902254,27.765046219160155,30ppm,78.80568350431086
23.157894736842103,28.874586452319864,30ppm,84.27847443078788
23.218045112781954,31.198050489342183,30ppm,42.562765805704515
23.278195488721803,26.55836638690176,30ppm,34.195163502377824
23.338345864661655,28.49966046794931,30ppm,80.04918013126867
23.398496240601503,30.93900364115527,30ppm,84.54677914138112
23.45864661654135,30.512053852399386,30ppm,99.24041136005387
23.518796992481203,28.20006997700726,30ppm,53.00941415291412
23.57894736842105,28.911735881359004,30ppm,49.761446863422655
23.6390977443609,29.464518901107557,30ppm,82.11303685935974
23.69924812030075,28.756857353859306,30ppm,47.264283220241424
23.7593984962406,30.84935682197173,30ppm,94.46058604828518
23.819548872180448,29.31670997084214,30ppm,88.67302014744095
23.8796992481203,29.7388618888029,30ppm,54.319522190001464
23.939849624060148,29.01237081129874,30ppm,80.06968542331978
24.0,26.77124548654128,30ppm,80.36342992677459
24.06015037593985,27.06001115374234,30ppm,28.24990950687461
24.120300751879697,27.87701410009778,30ppm,92.20423253436533
24.18045112781955,28.264690476772504,30ppm,60.42018979582857
24.240601503759397,30.81927946002089,30ppm,86.11659728861933
24.30075187969925,28.668075203850314,30ppm,45.603968082448944
24.360902255639097,28.63017935291265,30ppm,91.64185827969604
24.421052631578945,29.539393023353508,30ppm,51.13613429873305
24.481203007518797,26.51618494192309,30ppm,20.86701211842387
24.541353383458645,28.16393371925785,30ppm,92.4305581135411
24.601503759398494,27.334948807789615,30ppm,27.302934142890685
24.661654135338345,28.522665401871297,30ppm,45.54509100723319
24.721804511278194,29.49498361035551,30ppm,96.0049573640644
24.781954887218042,29.040993825968254,30ppm,96.04857175500449
24.842105263157894,28.725014162138596,30ppm,65.87503104986288
24.902255639097742,27.89323283096902,30ppm,70.54697697358394
24.962406015037594,28.39831326818,30ppm,55.87564175826558
25.022556390977442,27.08345255108934,30ppm,43.456861735845166
25.08270676691729,28.59571718784509,30ppm,46.29316362959328
25.142857142857142,27.66598318876974,30ppm,73.80147648616307
25.20300751879699,27.078886303851274,30ppm,80.1899623550144
25.263157894736842,28.23950372344434,30ppm,83.32632349806788
25.32330827067669,26.25692421455261,30ppm,83.16945142356431
25.38345864661654,29.05560563112669,30ppm,27.29648824389523
25.44360902255639,28.670830729395572,30ppm,59.553624376206514
25.50375939849624,27.831137159012997,30ppm,24.604700801331543
25.563909774436087,26.233983473246195,30ppm,63.96231058589884
25.62406015037594,27.04100414283732,30ppm,55.32244010987016
25.684210526315788,28.1086165179206,30ppm,91.01633462066398
25.744360902255636,27.345446787888637,30ppm,48.07320100416629
25.804511278195488,25.702833008596865,30ppm,29.36536131420847
25.864661654135336,26.065633513038463,30ppm,31.43933456422687
25.924812030075188,27.563708093422804,30ppm,80.92085053739778
25.984962406015036,26.418803849061657,30ppm,69.45744506530089
26.045112781954884,28.62972907380405,30ppm,28.08981408982322
26.105263157894736,27.70919222535046,30ppm,26.728544489199795
26.165413533834585,26.874604429010976,30ppm,76.0775305167296
26.225563909774436,28.31458327821985,30ppm,25.821040509135482
26.285714285714285,28.68233749324883,30ppm,85.7488047432285
26.345864661654133,27.88101980728505,30ppm,76.4993781725197
26.406015037593985,27.02248527225257,30ppm,26.50790245135198
26.466165413533833,26.7363136562714,30ppm,26.787017126815353
26.52631578947368,27.18621506028244,30ppm,98.93116628009403
26.586466165413533,25.869391634690274,30ppm,49.941663660489624
26.64661654135338,28.70153420207482,30ppm,49.65137176535127
26.70676691729323,26.97634297638817,30ppm,85.0239653806002
26.76691729323308,27.60254082500288,30ppm,95.7798861907087
26.82706766917293,26.665019160171212,30ppm,98.88008510582966
26.887218045112782,27.099643009041433,30ppm,80.27025482071534
26.94736842105263,29.878100881768162,30ppm,50.10076684247326
27.00751879699248,26.03704327111747,30ppm,26.6800573358935
27.06766917293233,28.73647872081734,30ppm,82.17175327419494
27.12781954887218,27.055008108198656,30ppm,64.6723399788644
27.18796992481203,27.62533110848621,30ppm,53.937760739758104
27.24812030075188,28.5456036130961,30ppm,92.50835080757888
27.308270676691727,26.907090031905053,30ppm,28.895798584492105
27.36842105263158,26.55818240073661,30ppm,59.41000834326873
27.428571428571427,26.30870622324578,30ppm,20.908291581393527
27.488721804511275,26.678139129693324,30ppm,57.4928513595301
27.548872180451127,28.33497708723532,30ppm,24.504262054546988
27.609022556390975,25.00641727765858,30ppm,29.505433301445755
27.669172932330824,24.68870757346348,30ppm,29.40209974216839
27.729323308270676,25.150653670359745,30ppm,71.93682416928509
27.789473684210524,26.008167627734657,30ppm,79.68359034123387
27.849624060150376,27.4419660592009,30ppm,66.66950120777277
27.909774436090224,27.77627011313872,30ppm,96.97380387796335
27.969924812030072,25.90743141619722,30ppm,49.98964636189633
28.030075187969924,26.385040547380687,30ppm,42.85696690254886
28.090225563909772,25.73346788550885,30ppm,89.48793025515683
28.150375939849624,25.28013641348438,30ppm,37.88766708155621
28.210526315789473,27.445181712669296,30ppm,97.0578031552489
28.27067669172932,27.12206929499559,30ppm,20.972357975185307
28.330827067669173,26.33367070310138,30ppm,97.59030613661112
28.39097744360902,27.674054328586756,30ppm,23.45279295604609
28.45112781954887,27.65295592997013,30ppm,91.29144909584569
28.51127819548872,27.95824764178023,30ppm,62.21608872690399
28.57142857142857,26.407719482086236,30ppm,99.43718368954403
28.631578947368418,27.463934023736755,30ppm,25.90372517883191
28.69172932330827,28.476761405842698,30ppm,64.30834275210566
